Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDJ41,OUT049,4201.742
FDQ27,OUT035,2013.7213
FDC26,OUT017,1910.9556
NCF43,OUT027,3009.2192
NCR50,OUT035,2519.7368
FDE39,OUT018,1641.1755
FDN49,OUT027,1254.0797
DRG11,OUT035,1707.8992
NCA18,OUT049,1902.026
FDM36,OUT018,2489.4753
FDW32,OUT017,1355.325
NCQ18,OUT010,244.59526
FDX14,OUT027,2144.5168
FDD46,OUT017,2447.2258
FDI34,OUT019,497.25653
NCJ17,OUT035,1411.5607
FDB52,OUT035,3614.0515
FDV55,OUT018,2106.0977
FDC57,OUT046,3064.582
FDB29,OUT046,1857.4081
NCO43,OUT035,1641.0779
FDG44,OUT045,875.11536
FDJ34,OUT045,2047.852
FDH40,OUT049,1378.9387
NCD07,OUT027,2875.3225
FDB41,OUT017,787.37805
FDH47,OUT018,1423.1958
DRK37,OUT035,3490.5056
FDM25,OUT019,454.91806
NCX06,OUT045,3274.0093
NCS05,OUT017,2219.2224
FDS39,OUT045,2083.9263
FDC47,OUT027,5939.066
FDG20,OUT013,2890.7878
DRL23,OUT017,1786.7053
FDY33,OUT013,2660.0496
NCH18,OUT045,3734.4246
FDX47,OUT035,2475.6091
NCB06,OUT045,2556.4165
FDP36,OUT049,824.75433
FDW44,OUT018,2566.1367
NCU41,OUT018,2831.9697
NCS17,OUT046,1537.1232
FDD46,OUT035,2368.7346
FDE45,OUT017,2958.708
FDI09,OUT017,3876.7312
NCJ54,OUT010,430.96472
NCA29,OUT018,2568.905
NCN41,OUT027,3063.4827
FDY34,OUT035,2778.6643
NCG55,OUT035,1929.8265
DRM49,OUT046,662.0133
NCB42,OUT049,1896.5334
FDE58,OUT045,1825.7902
DRJ25,OUT013,811.697
FDS47,OUT010,248.58981
FDY21,OUT049,3329.6177
NCI54,OUT013,1816.8805
FDO24,OUT017,2591.6113
FDY43,OUT035,2790.4136
FDF35,OUT018,1507.03
NCP29,OUT019,267.7332
FDN28,OUT027,2555.2185
FDJ50,OUT018,730.1196
FDQ14,OUT027,3884.3274
FDC37,OUT035,1692.3391
FDN08,OUT046,1925.1233
FDD04,OUT035,2244.7065
FDW34,OUT018,3306.087
FDP04,OUT017,1130.9058
NCG07,OUT017,3198.479
NCN14,OUT018,3006.2373
FDJ16,OUT045,865.6663
NCM42,OUT045,1626.4906
NCF19,OUT046,763.3889
FDY21,OUT018,3119.2874
FDY19,OUT035,1928.2079
FDV09,OUT045,2437.4053
FDA28,OUT013,2138.0537
FDC38,OUT018,1960.7872
FDL28,OUT045,3776.006
NCH43,OUT049,3542.293
NCN53,OUT045,627.7485
NCW05,OUT017,1645.3041
NCO30,OUT018,2778.2168
FDT04,OUT019,36.84609
FDB27,OUT018,2949.3376
NCK07,OUT013,2792.5178
NCA53,OUT013,742.0284
FDB33,OUT018,2321.37
FDU37,OUT017,1337.75
FDR13,OUT035,1995.0001
FDE45,OUT049,2969.0654
FDV37,OUT017,3207.6406
FDX44,OUT019,362.67163
NCL06,OUT017,4317.284
FDJ28,OUT045,3159.503
FDX55,OUT049,3592.6956
NCK17,OUT018,431.18457
FDH52,OUT035,1000.5125
FDN13,OUT027,2668.4011
FDK44,OUT018,2681.3489
FDU16,OUT046,1283.3423
FDZ07,OUT017,972.9187
NCN06,OUT027,4266.2773
FDH02,OUT010,233.32709
NCW18,OUT045,4054.5044
FDH57,OUT013,2099.158
FDV35,OUT045,2348.3665
NCU29,OUT013,2491.841
NCP02,OUT046,901.04865
FDN44,OUT013,2673.359
FDX03,OUT018,477.25845
FDR11,OUT010,440.2963
FDA36,OUT046,2942.8706
FDP58,OUT027,5701.4316
FDH31,OUT045,1693.2712
FDH34,OUT035,3218.7104
FDS13,OUT035,4168.8354
FDT01,OUT018,3086.943
FDY09,OUT049,2881.9978
FDV33,OUT027,5765.149
NCW29,OUT010,312.98227
NCN17,OUT045,1626.3993
FDX01,OUT046,1850.6808
FDL03,OUT049,2993.4124
DRL59,OUT049,958.1809
DRM11,OUT027,6392.313
FDA43,OUT049,3166.403
FDZ56,OUT010,392.21396
FDI44,OUT018,1195.2173
FDB50,OUT013,1342.9816
FDU15,OUT019,50.39911
NCJ19,OUT019,0.0
FDD48,OUT013,1888.4749
NCW42,OUT035,3607.6094
FDL24,OUT017,2996.7166
NCB30,OUT013,3253.039
FDK25,OUT013,2806.9941
FDW28,OUT049,3155.6309
FDD47,OUT017,2938.0947
FDK16,OUT019,349.834
FDW37,OUT046,1432.6311
FDA48,OUT035,3617.7844
FDA14,OUT017,2468.3547
FDV15,OUT013,1856.9812
FDN22,OUT049,3713.1519
NCD55,OUT045,649.4863
FDY43,OUT013,2832.4783
NCU05,OUT017,1304.1381
FDF10,OUT035,2466.333
FDR39,OUT018,2970.6577
FDG40,OUT013,598.3227
FDZ28,OUT019,293.79346
FDE02,OUT045,1465.9243
FDU60,OUT049,2675.2256
FDM21,OUT013,4369.1426
FDV52,OUT019,296.05612
NCW06,OUT013,3141.9238
FDX36,OUT035,3642.452
FDT35,OUT027,4412.6045
NCL19,OUT010,352.40555
NCD31,OUT046,2614.9182
FDE53,OUT019,363.96643
FDW58,OUT019,338.99774
DRF48,OUT046,2921.781
FDW57,OUT035,2828.1135
DRH13,OUT017,1748.1486
FDT33,OUT013,2799.9304
DRK47,OUT027,5911.298
FDY22,OUT010,334.81116
FDC35,OUT019,564.3889
FDO03,OUT013,3890.438
FDF24,OUT045,1265.305
FDF56,OUT018,2822.0632
FDD28,OUT013,882.27
FDG53,OUT027,3048.2478
FDO27,OUT019,403.11118
NCF54,OUT018,2469.2969
FDC20,OUT027,1727.6982
FDU10,OUT046,629.7466
DRA24,OUT018,2332.3826
FDA02,OUT010,357.0833
FDG10,OUT017,1014.1091
FDW39,OUT010,402.12857
FDP04,OUT019,239.26118
NCM55,OUT013,3141.3105
FDG47,OUT045,4304.2144
NCU41,OUT017,3156.446
NCK31,OUT017,935.78125
FDZ46,OUT045,1735.0841
FDU13,OUT027,3916.54
NCF19,OUT045,737.6072
NCJ43,OUT013,2789.4146
NCJ05,OUT045,2372.7212
FDS04,OUT027,3076.8237
FDX28,OUT010,221.82538
FDB41,OUT027,1382.6139
FDG53,OUT046,2062.1973
FDL15,OUT010,403.49786
FDQ08,OUT049,1022.74866
DRN36,OUT013,1535.1866
FDI46,OUT013,4071.1006
FDG16,OUT027,5601.8936
FDV32,OUT013,1016.6347
FDF44,OUT010,328.4627
FDK04,OUT018,717.8147
NCA41,OUT013,3243.0583
FDD51,OUT017,671.7795
NCZ53,OUT045,3154.7065
FDP01,OUT027,3798.1506
FDY25,OUT049,3324.0706
FDB17,OUT018,2622.6145
NCV54,OUT018,1624.7227
FDJ32,OUT017,1035.6638
FDA37,OUT049,2148.2485
FDG35,OUT035,2416.4604
NCM05,OUT018,4223.46
FDG45,OUT046,3388.107
FDH28,OUT013,655.9192
NCE18,OUT049,4242.5625
FDH38,OUT045,1852.6107
FDR56,OUT013,3232.6777
FDH17,OUT027,2544.4321
FDD39,OUT049,3592.6956
FDB41,OUT049,810.8213
NCR53,OUT046,3589.8274
FDX46,OUT017,930.4166
FDV28,OUT049,653.955
FDA08,OUT018,2254.477
FDH45,OUT017,697.2634
NCS38,OUT010,254.90732
FDD40,OUT010,548.88196
DRM59,OUT035,2527.2168
NCJ43,OUT018,2490.6323
NCN29,OUT013,767.5123
NCC19,OUT045,3045.8308
FDR56,OUT035,3190.613
FDZ43,OUT049,3967.0203
FDJ32,OUT010,183.28145
DRH03,OUT017,1532.2892
NCZ54,OUT035,2617.9849
FDE26,OUT017,2468.73
FDS03,OUT045,1014.47076
DRZ24,OUT019,423.82605
FDO48,OUT027,5988.1543
FDW39,OUT049,2824.5671
NCK05,OUT049,710.0202
NCK30,OUT017,4203.048
FDT27,OUT018,3057.954
FDS08,OUT019,291.01834
NCJ19,OUT049,942.9004
FDC58,OUT045,642.77246
DRE37,OUT013,3221.4944
FDW02,OUT035,2542.1008
FDJ02,OUT010,511.21848
FDX09,OUT045,2804.3013
FDT31,OUT010,441.52213
FDI24,OUT049,2941.546
FDY09,OUT045,2800.5002
FDV28,OUT045,617.92053
DRM47,OUT049,3222.4167
FDT52,OUT019,620.328
FDI48,OUT018,695.40515
FDY55,OUT017,4622.0107
FDU48,OUT013,2074.4724
FDN25,OUT045,854.7186
FDP20,OUT049,2087.6948
FDJ15,OUT013,3184.948
FDD04,OUT018,2010.7501
FDY58,OUT045,3844.3137
FDR37,OUT018,2836.2246
FDF44,OUT013,2087.9927
FDD32,OUT045,1326.8341
FDR57,OUT017,2448.7256
DRG39,OUT027,1753.8492
FDX15,OUT017,2653.9822
DRN37,OUT045,2561.2969
FDW40,OUT027,2846.0203
FDB32,OUT049,1490.492
FDM40,OUT018,1891.5426
FDE39,OUT027,3059.5894
DRH49,OUT017,1439.5199
FDT46,OUT049,760.98065
NCF06,OUT035,3814.1135
FDP07,OUT017,3154.4243
FDC04,OUT013,3883.3193
FDZ32,OUT017,1687.1049
FDD50,OUT045,2660.3765
FDU56,OUT017,3198.479
FDV34,OUT017,1280.5638
NCY41,OUT013,627.3429
NCK18,OUT046,2617.3152
DRH25,OUT049,886.0291
FDT57,OUT046,4061.0076
FDV56,OUT018,1456.6292
FDV12,OUT045,1496.4227
FDN52,OUT017,1366.6893
FDX38,OUT035,813.3591
FDE47,OUT018,1809.8047
NCO07,OUT013,3448.597
FDV09,OUT027,3916.849
FDZ23,OUT019,398.11087
DRH51,OUT018,1243.0204
NCY54,OUT045,2795.4058
DRG49,OUT013,3931.9956
NCC19,OUT049,3145.8708
NCV53,OUT045,4124.8193
FDZ47,OUT019,0.0
NCO26,OUT018,1521.1824
NCP02,OUT045,956.75867
NCW30,OUT018,3342.818
NCN55,OUT046,3793.6846
FDB20,OUT010,276.75717
DRL11,OUT013,2513.9631
DRD60,OUT045,3171.1216
FDW14,OUT010,249.40083
FDL27,OUT010,165.15775
FDU09,OUT018,784.8644
DRH36,OUT027,2036.0032
FDP34,OUT027,3910.5063
FDE04,OUT017,2909.0398
FDZ57,OUT027,3067.179
FDF02,OUT010,244.57106
FDG28,OUT045,3773.4312
NCI31,OUT046,364.67764
FDT43,OUT013,783.8814
FDU20,OUT046,2060.4736
FDD53,OUT013,631.99225
FDW15,OUT045,2438.484
NCT53,OUT045,2440.5151
NCG55,OUT027,2878.0637
FDD48,OUT035,1952.1964
FDG47,OUT049,4757.04
FDI21,OUT017,1059.8672
FDT27,OUT017,3761.9692
DRO35,OUT013,1883.3097
FDD33,OUT017,4167.731
FDC04,OUT035,3850.6953
FDY34,OUT013,2672.0115
DRJ49,OUT049,2136.7786
FDE05,OUT049,2458.3662
FDU31,OUT017,3781.6716
NCN19,OUT027,5237.2246
FDK56,OUT027,5275.9746
FDK58,OUT017,1673.7181
NCJ42,OUT035,1757.5891
FDZ34,OUT027,5283.9316
FDA52,OUT018,2588.3564
NCR29,OUT013,914.517
FDT48,OUT035,3484.6099
DRJ51,OUT019,596.40625
NCS54,OUT046,2856.835
FDV01,OUT035,2407.4514
DRG51,OUT027,4279.7837
NCG42,OUT013,2128.0637
FDA51,OUT049,1941.8845
FDV19,OUT010,424.31924
NCT18,OUT045,3132.6108
NCS41,OUT045,3132.6108
FDO03,OUT046,3921.8093
FDL12,OUT010,142.18304
FDY37,OUT010,369.16498
FDI58,OUT049,1534.0304
FDT28,OUT018,2128.3093
NCC42,OUT010,312.98227
FDO01,OUT017,1980.7356
FDJ02,OUT013,2489.3193
FDQ04,OUT018,489.56116
DRL47,OUT013,2067.5366
FDZ32,OUT035,1687.1049
FDC35,OUT035,3439.9807
FDX14,OUT045,1097.1627
FDZ35,OUT013,1687.143
FDL14,OUT013,2461.6042
FDO04,OUT049,947.084
DRK11,OUT017,2551.1687
FDB44,OUT018,3100.9255
FDZ50,OUT049,3257.231
FDI12,OUT027,2352.4
FDU43,OUT017,3828.768
FDD58,OUT010,232.8394
FDB27,OUT017,3243.1375
FDB04,OUT018,1137.3431
NCO17,OUT013,1924.7576
FDL12,OUT017,913.8767
DRJ13,OUT049,2630.364
FDD57,OUT045,1530.8518
FDW19,OUT035,1863.3973
DRD27,OUT018,1350.9065
FDH27,OUT027,3892.6487
NCW30,OUT027,5913.909
FDR40,OUT018,1154.5721
FDG05,OUT013,2528.4395
NCY41,OUT019,40.652355
FDI38,OUT018,3081.5793
FDR20,OUT046,620.79675
FDE09,OUT017,1811.8628
FDN50,OUT019,345.99796
DRF27,OUT045,2400.1655
DRF51,OUT013,655.9192
NCO02,OUT019,298.0948
FDB51,OUT027,1866.7681
FDJ50,OUT013,930.4394
FDN52,OUT013,1374.318
FDX14,OUT013,1314.4053
FDT27,OUT019,590.5188
FDV10,OUT013,612.44073
FDU33,OUT046,697.4356
FDU58,OUT046,3069.7273
NCP42,OUT027,5324.7505
FDL51,OUT027,5527.742
DRH15,OUT027,1401.701
FDU16,OUT017,1340.3533
FDW15,OUT017,2504.352
FDQ44,OUT045,2021.8356
NCI06,OUT027,4726.4165
DRK23,OUT019,397.5537
FDC28,OUT035,1786.2814
NCY17,OUT019,0.0
NCV05,OUT018,2132.419
FDM34,OUT019,322.9097
DRD60,OUT027,5300.539
FDT38,OUT046,1292.5833
FDQ57,OUT018,2148.455
FDE59,OUT027,1120.9418
NCM43,OUT046,2631.287
DRI51,OUT049,3017.0845
NCG30,OUT017,2080.544
NCK54,OUT035,1937.1749
FDQ16,OUT019,346.21603
FDI36,OUT013,3130.2234
FDX16,OUT027,3852.165
FDA34,OUT046,2818.5833
FDJ48,OUT018,3338.3606
FDU47,OUT035,2132.4211
FDS39,OUT046,2092.7837
FDD11,OUT046,3898.8547
FDM16,OUT027,2013.1788
FDU56,OUT018,2836.2246
FDQ32,OUT017,2111.682
DRK35,OUT013,588.8058
FDA58,OUT049,3749.3704
DRG48,OUT019,332.12875
FDT59,OUT010,799.7458
FDQ31,OUT019,366.2219
FDS51,OUT018,826.5225
FDW32,OUT027,2327.242
FDI15,OUT027,6278.9146
NCV30,OUT017,979.9069
DRG25,OUT049,3250.75
FDT02,OUT013,575.81757
FDO33,OUT027,2901.5015
FDP38,OUT035,824.38495
FDZ45,OUT035,3209.6624
NCA54,OUT027,4790.4106
FDU33,OUT017,837.54364
FDN58,OUT017,3742.938
FDI05,OUT045,1174.5085
FDM57,OUT019,355.174
NCS42,OUT027,2323.824
FDB57,OUT045,3709.3833
FDC03,OUT045,3146.1912
FDZ58,OUT013,2096.743
NCK29,OUT045,2067.3962
NCR53,OUT045,3580.97
FDE26,OUT027,3912.9033
FDU52,OUT049,2498.3943
FDE41,OUT027,2302.2788
FDU38,OUT018,2894.8684
FDA52,OUT017,2818.2734
FDW46,OUT046,971.3835
DRI59,OUT035,3872.1997
FDT38,OUT035,1349.5942
FDL33,OUT018,3092.9702
FDQ01,OUT027,5709.4873
FDJ08,OUT046,3075.5854
FDQ47,OUT049,682.45233
NCZ18,OUT013,3925.863
FDE29,OUT017,1006.24316
FDF10,OUT027,3910.5063
FDC48,OUT049,1369.2224
FDY58,OUT013,3942.806
NCX30,OUT010,873.7398
FDV11,OUT013,2930.031
FDT46,OUT046,728.0486
DRD01,OUT019,172.60924
FDQ11,OUT013,3875.5037
NCM41,OUT017,1532.2892
NCC55,OUT013,565.97687
FDG45,OUT027,5594.7065
NCQ54,OUT049,2999.8286
FDM34,OUT045,2045.8137
FDD17,OUT019,708.4922
FDN38,OUT027,6040.8545
FDB53,OUT018,2174.1829
NCL06,OUT035,4317.284
NCV18,OUT019,387.57034
FDX25,OUT013,3191.9067
FDB39,OUT046,869.9841
FDC33,OUT049,3222.4167
NCO14,OUT018,449.20944
FDA58,OUT027,5823.9717
NCQ02,OUT017,3265.3882
NCR53,OUT017,3783.5388
FDN52,OUT046,1316.4617
FDG26,OUT046,3970.1687
FDE23,OUT027,1400.4954
DRI37,OUT013,943.7761
DRH37,OUT018,2436.7537
FDO01,OUT035,1980.7356
FDK45,OUT049,2060.5476
FDP23,OUT049,3702.6602
FDM33,OUT035,3711.6035
FDD36,OUT017,2031.89
FDL56,OUT017,1378.0853
FDT27,OUT010,607.6804
FDG52,OUT017,699.285
NCL42,OUT035,4124.7627
DRJ24,OUT046,3103.718
FDV38,OUT046,869.16064
FDT35,OUT045,2651.0789
FDY51,OUT045,3577.0474
FDC37,OUT017,1692.3391
NCP43,OUT013,2938.1885
FDO33,OUT045,1853.3123
FDW04,OUT018,1783.0012
NCC31,OUT046,2418.813
FDK22,OUT049,3700.2207
FDJ50,OUT017,1055.1589
FDV13,OUT017,1420.3881
DRL60,OUT017,2529.265
FDW03,OUT017,1776.383
FDY27,OUT035,2827.3906
FDB39,OUT027,1709.6978
FDU59,OUT045,2423.8484
FDZ57,OUT049,2161.9082
FDO21,OUT049,3734.8296
FDS43,OUT018,2785.127
FDU28,OUT010,265.9044
FDC51,OUT010,306.04816
FDW16,OUT010,198.02309
FDP32,OUT010,328.4627
FDB60,OUT019,554.5966
NCQ30,OUT046,1989.6326
FDD26,OUT049,3223.3152
FDI44,OUT045,1276.2677
DRH23,OUT046,902.84393
FDO44,OUT046,1737.9849
FDG04,OUT046,3116.6636
FDM32,OUT027,2455.8906
FDM09,OUT013,2806.9941
FDZ47,OUT013,1573.8093
FDM40,OUT027,3083.8281
FDY48,OUT017,1734.9092
NCM30,OUT045,599.7333
FDX36,OUT010,574.6946
DRF03,OUT017,645.34393
FDN51,OUT049,3844.444
FDM57,OUT049,1330.5438
FDB35,OUT049,1500.555
FDY13,OUT027,2241.935
FDA37,OUT017,2137.891
NCX53,OUT017,2192.8293
FDD59,OUT018,1142.8687
FDX10,OUT019,33.82801
FDC03,OUT018,2918.2595
FDW43,OUT035,3890.345
FDW10,OUT046,2381.6484
FDY14,OUT027,6440.232
FDV43,OUT045,652.14746
FDO40,OUT013,2458.554
FDP46,OUT027,2465.9543
NCE43,OUT019,420.858
FDD05,OUT035,2137.254
FDJ60,OUT010,315.38474
DRE27,OUT018,1397.7117
FDO11,OUT035,3928.7197
DRG11,OUT027,2721.5503
FDK33,OUT010,627.1695
DRM23,OUT045,2731.3286
FDJ02,OUT027,3917.834
NCZ05,OUT045,1635.7308
NCL30,OUT013,2096.743
FDZ19,OUT018,2698.414
FDM45,OUT049,2175.7732
FDO36,OUT046,2517.2761
NCK31,OUT045,702.26685
DRJ37,OUT045,2417.508
FDP24,OUT018,1744.2904
FDF46,OUT013,1943.8724
FDX46,OUT019,172.60924
NCL18,OUT045,2985.7637
FDJ26,OUT013,3436.7183
FDJ07,OUT045,1840.529
FDY15,OUT013,2478.6323
DRG01,OUT045,1089.4104
FDF58,OUT045,973.3236
FDZ14,OUT019,370.5033
FDP31,OUT049,822.66266
FDH45,OUT013,676.17694
FDA09,OUT010,439.00098
FDW31,OUT035,3156.0457
FDA57,OUT046,639.8941
NCE55,OUT035,2851.12
FDC17,OUT019,689.6078
FDC59,OUT013,971.2671
FDA22,OUT013,2843.1965
FDK52,OUT035,3678.2058
NCM26,OUT046,2387.381
NCT53,OUT035,2672.6492
FDW45,OUT018,2144.253
NCI18,OUT035,3810.1023
FDE38,OUT018,2259.1453
FDF08,OUT019,380.658
FDY58,OUT010,614.5048
FDF58,OUT019,275.17804
FDX39,OUT017,3432.6726
FDB44,OUT049,3409.1
FDF28,OUT013,2124.642
FDE39,OUT013,1874.2784
FDT37,OUT018,3388.0874
FDZ45,OUT017,3271.51
FDO40,OUT035,2483.7625
FDM57,OUT027,2295.9429
DRG36,OUT017,2852.9832
FDY36,OUT010,215.45314
DRL60,OUT027,3896.7207
FDS25,OUT019,375.40863
DRF49,OUT027,2883.6438
FDP16,OUT045,3824.4153
FDS60,OUT049,2528.052
FDU15,OUT027,1144.7637
FDK43,OUT046,2099.812
FDN25,OUT046,880.50037
FDE53,OUT049,1673.4612
FDB22,OUT013,2518.2378
FDE39,OUT017,1950.2734
FDX35,OUT035,3875.176
NCG54,OUT049,2851.1873
FDH27,OUT035,2479.073
NCK42,OUT013,3438.76
FDS25,OUT049,1714.4181
FDI10,OUT018,2603.545
FDU35,OUT035,1727.7178
FDI04,OUT017,3271.51
DRK23,OUT035,3983.766
FDB53,OUT019,339.4738
FDY02,OUT049,4412.268
FDM60,OUT035,706.5543
NCJ31,OUT010,437.27432
DRP35,OUT017,2109.6602
NCQ30,OUT018,1772.4435
DRL11,OUT010,463.9213
FDU01,OUT013,3050.4102
FDR39,OUT035,2983.268
FDO08,OUT046,2537.5117
FDC02,OUT045,4294.952
NCZ29,OUT035,2134.4429
FDF29,OUT010,318.1204
FDZ23,OUT017,3122.9922
NCU53,OUT018,2039.9684
NCW30,OUT013,3986.0554
NCM26,OUT027,3852.7393
FDV50,OUT027,3092.0586
FDW15,OUT049,2514.7095
FDI35,OUT027,5352.9644
FDO11,OUT017,3911.5151
FDN48,OUT046,1445.3524
NCA17,OUT049,2414.6023
NCN54,OUT013,1277.9362
FDP22,OUT013,811.697
NCB54,OUT035,2136.8398
FDD08,OUT045,601.5135
DRM48,OUT010,1.0277367
FDG41,OUT027,2707.0269
FDE44,OUT027,1439.3073
FDE26,OUT035,2468.73
NCS38,OUT013,1887.6901
NCJ54,OUT018,3392.0088
FDI40,OUT019,347.3729
FDN45,OUT018,3458.6123
FDU43,OUT046,3912.9219
FDI04,OUT010,547.4998
NCC07,OUT018,1388.4597
NCC07,OUT019,412.28497
NCD18,OUT045,3738.4414
FDU55,OUT035,4757.9033
FDX59,OUT035,669.83325
FDR52,OUT049,3120.7625
NCP17,OUT013,929.319
FDQ32,OUT045,2045.8137
NCT17,OUT049,3354.4905
FDO10,OUT049,941.8119
FDE32,OUT049,604.24567
FDN44,OUT045,2622.4297
FDH02,OUT035,1468.1285
FDK60,OUT013,1611.0956
FDS24,OUT019,289.22787
FDL03,OUT010,587.0992
FDB46,OUT027,5599.8877
FDO48,OUT049,3810.6792
FDZ39,OUT049,1652.9373
FDT02,OUT027,958.5722
FDC50,OUT013,1597.9213
FDP39,OUT035,935.0736
DRG15,OUT018,616.6102
FDP10,OUT018,1476.341
FDF53,OUT027,5256.9434
FDN34,OUT045,2726.5671
FDK02,OUT045,2073.3362
FDC23,OUT045,2709.717
FDJ10,OUT019,450.31696
FDE53,OUT035,1772.8848
FDR25,OUT035,4195.947
FDW50,OUT046,2562.9958
FDS09,OUT049,849.72736
FDW49,OUT010,342.038
FDU51,OUT046,2790.5212
FDF28,OUT018,1809.8047
NCY30,OUT018,2565.0505
FDD44,OUT045,4695.3677
FDX09,OUT017,2870.1694
NCF30,OUT013,2174.4858
FDZ50,OUT019,490.30582
FDW37,OUT013,1057.2513
FDD11,OUT049,3802.4194
DRH39,OUT018,1122.2662
FDA36,OUT049,2931.8745
NCG43,OUT049,1455.5731
FDF02,OUT035,1697.1807
FDP57,OUT027,2648.2664
NCE42,OUT017,3852.2722
NCR38,OUT027,5832.5757
FDP03,OUT019,490.1208
FDO51,OUT035,707.1852
NCQ42,OUT046,2030.6931
NCM41,OUT046,1465.0088
FDH48,OUT027,2291.4043
DRF60,OUT046,3737.5994
FDJ27,OUT035,1730.695
FDQ14,OUT013,2413.5833
FDN27,OUT017,1550.5142
NCQ02,OUT046,3116.6636
FDJ33,OUT049,2175.7732
FDP07,OUT027,5208.824
DRE01,OUT049,3816.6382
FDU36,OUT045,1564.9393
FDL28,OUT017,3841.8743
NCX53,OUT046,2044.1049
FDZ39,OUT013,1627.641
NCP42,OUT013,3246.2605
FDJ14,OUT035,1356.7253
FDK04,OUT049,920.1876
NCC19,OUT017,3104.9158
FDS09,OUT018,766.1056
FDZ02,OUT046,1567.7332
FDD35,OUT018,1829.1737
NCY42,OUT017,2552.0469
FDB05,OUT045,3759.743
FDF20,OUT035,3268.2668
NCO41,OUT018,1393.9467
FDC40,OUT027,2242.3235
FDV58,OUT045,2552.212
FDZ57,OUT045,2072.271
DRM35,OUT046,2895.1716
DRN36,OUT018,1348.0734
FDQ13,OUT046,1320.4908
DRO35,OUT010,247.7483
NCD43,OUT035,1811.8628
FDA51,OUT018,1680.4485
NCX17,OUT027,5672.72
NCZ17,OUT049,711.8101
FDR11,OUT027,4271.4585
FDW34,OUT049,4010.19
FDN50,OUT017,1628.13
FDS09,OUT046,792.9808
FDS48,OUT018,2111.5903
FDL44,OUT049,2597.147
DRF48,OUT018,2621.6414
FDA14,OUT018,2174.1829
NCD30,OUT049,1547.0753
FDI16,OUT017,897.0546
NCG06,OUT035,3799.8218
DRZ24,OUT035,2185.7148
NCS17,OUT045,1528.2656
FDB37,OUT045,3864.2336
FDE10,OUT035,2143.1394
FDC57,OUT045,3055.7246
FDM12,OUT018,2813.954
FDE24,OUT049,2151.1057
FDW22,OUT045,3746.9873
DRD01,OUT027,1637.5646
NCZ18,OUT027,5820.1367
FDN49,OUT045,628.4742
FDR22,OUT035,1947.0378
FDV08,OUT019,0.0
FDY39,OUT046,3398.7004
FDV36,OUT049,2123.5906
FDO60,OUT045,689.4055
FDU04,OUT027,2970.0037
FDR20,OUT027,1367.1011
FDW19,OUT019,363.7345
FDU40,OUT049,2772.1956
FDK15,OUT045,1610.7424
DRF15,OUT035,2453.997
FDQ25,OUT017,2972.7979
FDI48,OUT019,172.87761
FDS49,OUT046,1307.341
FDV22,OUT046,2614.9182
NCV42,OUT046,1635.3481
FDX26,OUT046,3291.3433
FDI33,OUT018,1229.3906
FDZ14,OUT049,2178.2754
FDG10,OUT013,873.0203
FDM38,OUT018,615.3918
FDG26,OUT027,6303.0254
FDH46,OUT035,1713.8805
FDN13,OUT018,1400.7103
FDU57,OUT035,2476.173
NCI06,OUT046,2867.2905
FDM38,OUT045,875.11536
NCG42,OUT010,269.7479
FDL39,OUT045,2883.9172
FDT31,OUT019,467.96753
FDV59,OUT013,3567.3992
FDB49,OUT035,1712.9269
FDD58,OUT049,1666.49
DRN59,OUT046,758.25085
FDX48,OUT049,2431.8145
FDQ11,OUT049,3822.0977
FDY12,OUT049,919.0561
FDQ11,OUT045,4050.593
DRI11,OUT017,1920.7953
FDY32,OUT027,4289.9126
FDS51,OUT045,951.17804
FDR19,OUT010,358.0388
DRB13,OUT018,2559.334
FDS21,OUT035,1064.4025
FDQ40,OUT045,2767.4536
NCE55,OUT013,2862.735
FDX43,OUT027,4028.6838
FDS12,OUT049,2171.9426
DRK01,OUT027,2559.3574
FDN25,OUT017,920.58704
FDB60,OUT046,3193.5273
FDQ13,OUT017,1469.2156
DRK13,OUT045,3077.9114
DRF25,OUT018,438.808
NCD42,OUT019,63.057274
FDW25,OUT045,1350.766
NCV29,OUT027,4774.399
NCK42,OUT035,3545.4128
DRJ13,OUT027,4227.86
DRD15,OUT017,3757.9595
FDM27,OUT045,2443.2454
FDZ50,OUT018,2899.6655
FDC04,OUT046,3793.6846
FDF50,OUT049,3301.2961
FDP15,OUT045,4324.1963
FDK46,OUT035,4351.704
FDZ56,OUT018,2520.539
FDY60,OUT049,2185.376
FDB10,OUT035,3778.1467
FDR57,OUT045,2313.6753
FDU58,OUT049,3137.0955
FDH02,OUT046,1335.773
FDP48,OUT013,3217.0151
FDI46,OUT035,3726.0378
FDW56,OUT013,3185.969
NCM19,OUT010,253.21335
FDS50,OUT027,5901.457
FDK24,OUT013,678.57416
FDO36,OUT017,2944.8188
FDK45,OUT027,3003.464
NCL05,OUT045,359.1537
FDL32,OUT018,1731.6223
FDA28,OUT049,2144.8003
FDY36,OUT018,969.3542
FDP32,OUT018,1848.7384
FDL50,OUT046,2215.9658
DRC24,OUT049,2472.7686
NCS18,OUT017,1510.0848
FDD16,OUT017,1215.2219
NCV18,OUT013,1396.4325
FDX07,OUT046,3053.1816
NCZ05,OUT027,2684.653
NCI31,OUT013,636.82623
FDK14,OUT049,1375.0355
NCR06,OUT045,644.21423
